,file,language,header1,header2,paragraph
1213,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Levante a pega da cabeça de moagem (Fig. D).
1214,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,"10. Retire a cabeça de moagem do corpo do aparelho (Fig. E). Se não sair facilmente, certifique-se de que as marcas  da cabeça de moagem estão alinhadas com as marcas b (Fig. G)."
1215,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,11. 
1216,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,Utilize uma escova de limpeza para limpar a cabeça de moagem e a área onde encaixa no aparelho. Não utilize água.
1217,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,12. Coloque novamente a cabeça de moagem alinhando as marcas  da cabeça de moagem com as marcas b e pressione-a (Fig. G). Dobre novamente a pega para baixo.
1218,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,13. Rode o controlo de moagem para qualquer posição.
1219,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPAR O MOINHO,14. Coloque o recipiente novamente.
1220,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,"Após 60 ciclos de infusão, o visor apresentará CLE (limpeza) e o ícone c para indicar que o aparelho necessita de ser descalcificado.  A descalcificação elimina os depósitos que se acumulam naturalmente com o passar do tempo."
1221,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,1. 
1222,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,Use uma marca de anti-calcário apta para ser utilizada em aparelhos plásticos. Siga as instruções da embalagem de anti-calcário.
1223,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,2. 
1224,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,Verta a solução de descalcificação no reservatório de água até à marca max.
1225,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,3. 
1226,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,Prima o botão c. 
1227,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,4. 
1228,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,O processo de limpeza automática começará e irá continuar durante cerca de 45 minutos.
1229,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,5. 
1230,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,A sua máquina de café irá desligar-se depois de o processo estar concluído.
1231,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,LIMPEZA AUTOMÁTICA  ,• Os produtos devolvidos durante a garantia com avarias devido a calcário estarão sujeitos a custos de reparação.
1232,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,FREQUÊNCIA DE LIMPEZA,Diariamente: 
1233,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,FREQUÊNCIA DE LIMPEZA,"remova quaisquer grãos de café e filtros de papel usados, conforme necessário. Limpe o porta filtro e o jarro. Limpe a área sombreada na Fig. H com papel de cozinha húmido. Se necessário, utilize a escova para libertar quaisquer resíduos de café."
1234,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,FREQUÊNCIA DE LIMPEZA,Semanalmente: 
1235,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CUIDADOS E MANUTENÇÃO,FREQUÊNCIA DE LIMPEZA,limpe o moinho.
1236,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CÓDIGOS DE ERRO,,"Para ajudar na resolução de problemas, a sua máquina de café pode apresentar um dos seguintes códigos de erro."
1237,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CÓDIGOS DE ERRO,SIGNIFICADO,E01O recipiente de grãos de café não está encaixado corretamente. Retire e coloque o recipiente de grãos de café novamente.
1238,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CÓDIGOS DE ERRO,SIGNIFICADO,"E02O obturador está aberto (localizado sob a cabeça de moagem). Desligue o aparelho da tomada e aguarde que arrefeça. Limpe a área sombreada na Fig. H com papel de cozinha húmido. Se necessário, utilize a escova para libertar quaisquer resíduos de café."
1239,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,CÓDIGOS DE ERRO,SIGNIFICADO,"E03O obturador não fecha (localizado sob a cabeça de moagem). Desligue o aparelho da tomada e aguarde que arrefeça. Limpe a área sombreada na Fig. H com papel de cozinha húmido. Se necessário, utilize a escova para libertar quaisquer resíduos de café."
1240,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,RECICLAGEM,,"WFor at undgå miljø- og sundhedsmæssige problemer forårsaget af farlige stoffer, må apparater og genopladelige og ikke-genopladelige batterier, der er mærket med et af disse symboler, ikke kasseres sammen med almindeligt husholdningsaffald. "
1241,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,RECICLAGEM,,Udtjente elektriske og elektroniske produkter samt genopladelige og ikke-genopladelige batterier fra produkterne skal afleveres på en godkendt genbrugsplads eller indsamlingssted.
1242,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,pt,RECICLAGEM,,"GBDEFRNLITESPTDKSENOFIRUCZSKPLHRSIGRHUTRROBGAELæs vejledningen og behold den til senere brug. Lad den følge med apparatet, hvis det overdrages til andre. Fjern al emballage før brug."
1243,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Følg altid de grundlæggende sikkerhedsregler, herunder:"
1244,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Apparatet kan anvendes af personer hvis fysiske, sansemæssige eller mentale evner er nedsat, eller personer uden den fornødne erfaring og viden, hvis de er blevet instrueret/har været under opsyn og forstår de forbundne farer. "
1245,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Børn må hverken benytte eller lege med apparatet.
1246,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Apparatet og ledningen skal holdes uden for børns rækkevidde.
1247,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Forket brug af apparatet kan forårsage tilskadekomst.
1248,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,h Apparatets overflader kan blive meget varme. Eftervarme holder overfladerne varme efter brug.
1249,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Læg ikke hoveddelen i væske.
1250,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Hvis ledningen er beskadiget, skal den udskiftes af producenten, serviceværkstedet eller en tilsvarende kvalificeret fagmand, så eventuelle skader undgås."
1251,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Varmeelements overflade er stadig varmt efter brug.
1252,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Kaffemaskinen må ikke stå i et skab, når den er i brug."
1253,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Brug apparatet ifølge brugsanvisningen. Enhver form for forkert brug kan forårsage tilskadekomst, elektrisk stød og andre farer."
1254,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"Dette apparat kan benyttes af personer med nedsatte fysiske, sensoriske eller mentale evner, eller personer som mangler erfaring, hvis de er under opsyn eller har modtaget vejledning i anvendelsen af apparatet på en sikker måde og forstår, hvilke farer der er forbundet med brug."
1255,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,Dette apparat er beregnet til at blive brugt i en privat husholdning eller lignende såsom:
1256,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"• personalekøkken i butikker, kontorer eller andre arbejdspladser• af gæster på hotel, motel og på andre indkvarteringssteder• bed & breakfast-steder• landhuseb Brug ikke dette apparat i nærheden af et badekar, brusebad, håndvask eller andre beholdere med vand."
1257,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"• Anbring apparatet på et stabilt, plant og varmebestandigt underlag."
1258,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"• Anvend ikke apparatet til andre formål end dem, der er beskrevet i denne brugsanvisning."
1259,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,VIGTIGE SIKKERHEDSINSTRUKTIONER,,"• Undlad at anvende apparatet, hvis det er beskadiget eller ikke fungerer korrekt."
1260,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,1. 
1261,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Kaffebønnetragt og låg2. 
1262,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Malingskontrol3. 
1263,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Vandbeholder4. 
1264,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Display5. 
1265,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Kontrolpanel6. 
1266,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Varmeplade7. 
1267,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Kande8. 
1268,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Filtertragtkammer9. 
1269,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Filtertragt10. Kaffefilter nr. 4 (medfølger ikke)11. 
1270,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DELE,,Rengøringsbørste
1271,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,FØR APPARATET TAGES I BRUG FØRSTE GANG,,"Følg anvisningerne under SÅDAN BRUGES TILSTANDEN FORMALET KAFFE, men UDEN at bruge hverken filter eller kaffe. Vand, der er løbet igennem maskinen må ikke bruges og skal kasseres. Vask kanden af og tør den."
1272,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,LEDNINGSOPBEVARING,,Overskydende strømledning kan skubbes ind og opbevares i apparatets hoveddel.
1273,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,LEDNINGSOPBEVARING,,Opbevar overskydende ledning ved at skubbe det ind i apparatets hoveddel igen.
1274,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,"Det er ikke nødvendigt at stille uret for kunne bruge kaffemaskinen, men det skal indstilles for at bruge timerfunktionerne."
1275,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,1. 
1276,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,Sæt stikket i stikkontakten.
1277,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,2. 
1278,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,12:00 blinker på displayet. 
1279,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,3. 
1280,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,"Brug knapperne hr (time) og min (minutter), og indstil det aktuelle klokkeslæt i 24-timers format."
1281,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,"• Uret bibeholder sin indstilling, indtil kaffemaskinens stik tages ud af stikkontakten."
1282,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,INDSTILLING AF UR,,"• Brug knapperne hr (time) og min (minutter), og indstil et nyt klokkeslæt. Trykker du ikke på enten hr (time) og min (minutter) i 15 sekunder, vil kaffemaskinen gå tilbage og vise det tidligere indstillede klokkeslæt."
1283,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,"hr, minBruges til indstilling af tid (timer og minutter)bbBruges til at vælge kaffens styrke. I tilstanden mal og bryg kan du vælge: "
1284,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,b normal bb mellem bbb stærk. 
1285,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,bb er indstillet som standard. I tilstanden formalet kaffe kan du vælge FRA eller TIL.  
1286,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,"gAntal kopper, der brygges (kun i tilstanden mal og bryg) Vælger mængden af kaffe, der bliver malet ud fra vandmængden i vandbeholderen.  Indstillinger: "
1287,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,", , ,  og 10. "
1288,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER, er indstillet som standard.
1289,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,YBruges til indstilling af timeren.
1290,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,"sValg af tilstand.  Med denne knap vælger du tilstanden mal og bryg (displayet viser et g), eller tilstanden formalet kaffe (displayet viser et s). "
1291,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,+Starter brygningen.
1292,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,KNAPPER,cIgangsætter selvrensningstilstanden.
1293,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,"b,  bb,  bbbViser den aktuelt valgte kaffestyrke. I tilstanden mal og bryg viser displayet: "
1294,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,"b normal bb mellem bbb stærk. I tilstanden formalet kaffe – hvis styrken står på FRA – vises ikonet b ikke. Hvis styrken står på TIL, vises b på displayet. "
1295,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,", , ,  og Viser det aktuelt valgte antal kopper, der brygges (kun i tilstanden mal og bryg)."
1296,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,gTilstanden mal og bryg er valgt.
1297,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,sTilstanden formalet kaffe er valgt.
1298,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,KNAPPER OG DISPLAY,IKONER PÅ DISPLAYET,CLE cMaskinen trænger til at blive renset. Brug selvrensningsfunktionen.
1299,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DRIFTSTILSTANDE,,Din kaffemaskine har to driftstilstande. 
1300,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DRIFTSTILSTANDE,TILSTANDEN MAL OG BRYG,Her laves kaffen på friske kaffebønner.
1301,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,DRIFTSTILSTANDE,TILSTANDEN FORMALET KAFFE,"Her laves kaffen på formalet kaffe, som du kommer direkte i filtret."
1302,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Din kaffes kvalitet og smag afhænger af, hvilken type bønner, du bruger, hvor groft eller fint de males, og af bryggetiden.  Vi anbefaler, at du prøver dig frem med malingsgraden og knappen til kaffens styrke, indtil du finder den indstilling, du bedst kan lide.  "
1303,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,1. 
1304,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Tilstanden mal og bryg vælges ved at trykke på knappen s, indtil du kan se ikonet g på displayet.  "
1305,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,2. 
1306,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Fyld vandbeholderen med den ønskede mængde vand. Bemærk, at maskinen brygger kaffe af ALT vandet, du hælder i vandbeholderen."
1307,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,3. 
1308,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Åbn filterrummet, og sæt et nr. 4 filter i filterholderen. Luk filterrummet."
1309,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,4. 
1310,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Åbn kaffebønnetragtens låg, og fyld friske kaffebønner i tragten. Overfyld ikke tragten, så du ikke kan sætte låget på igen. Lågets pakning hjælper med at holde kaffebønnerne friske mellem hver brug."
1311,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,5. 
1312,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Drej malingskontrollen til den ønskede indstilling (l fin, l mellem og l grov)."
1313,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,6. 
1314,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Tryk på knappen g for at vælge, hvor mange kopper du vil brygge. Indstillingen skal svare til mængden af vand, du har hældt i vandbeholderen. "
1315,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Hvis du f.eks. har fyldt vandbeholderen til markeringen for  kopper, skal du også indstille antal kopper på . Stardardindstillingen er ."
1316,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,7. 
1317,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,Vælg den ønskede styrke for kaffen på knappen bb.  Stardardindstillingen er bb.
1318,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,8. 
1319,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Tryk på knappen + for at starte brygningen. Efter kort tid begynder kværnen at male bønnerne, og lyset omkring knappen vil blinke, mens kaffen brygges."
1320,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,9. 
1321,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN MAL OG BRYG,,"Når kaffen er færdigbrygget, stopper lyset med at blinke, og lyser konstant. "
1322,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,1. 
1323,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,"Tilstanden formalet kaffe vælges ved at trykke på knappen s, indtil du kan se ikonet s på displayet.  "
1324,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,2. 
1325,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,"Fyld vandbeholderen med den ønskede mængde vand. Bemærk, at maskinen brygger kaffe af ALT vandet, du hælder i vandbeholderen."
1326,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,3. 
1327,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,"Åbn filterrummet, og sæt et nr. 4 filter i filterholderen."
1328,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,4. 
1329,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,"Til én stor kop kaffe skal du tilsætte 6 g malet filterkaffe til filtret. Mængden af malet kaffe, du skal tilsætte afhænger af, hvor meget vand, du har hældt i vandbeholderen. Hvis du f.eks. har fyldt vandbeholderen til markeringen for  kopper, skal du tilsætte  mål malet kaffe."
1330,example_pdfs/N25610-56_9707_11_OCT19_Russelhobbs.pdf,da,SÅDAN BRUGES TILSTANDEN FORMALET KAFFE,,5. 
